street_name,defect_type,severity,latitude,longitude
Abbas El Akkad,crack,3,30.069996,31.322644
Ramsis St,crack,3,30.057833,31.254587
Autostrad Rd,pothole,2,30.072011,31.345002
Salah Salem,marking,3,30.063553,31.273937
Maadi Corniche,marking,3,29.963373,31.252017
Ramsis St,crack,3,30.062847,31.255337
Mohamed Farid St,marking,3,30.053085,31.247998
Ramsis St,pothole,2,30.055216,31.250047
Ramsis St,pothole,4,30.067177,31.242824
Mohamed Farid St,rutting,2,30.061669,31.243427
Maadi Corniche,marking,5,29.974449,31.245653
October Bridge,crack,2,30.055171,31.227714
Airport Rd,pothole,1,30.117282,31.395733
Heliopolis Ave,pothole,1,30.094565,31.317475
Ring Road,edge_break,5,30.016657,31.207084
Ramsis St,marking,5,30.06979,31.253842
Ain Shams St,edge_break,4,30.115403,31.320088
Maadi Corniche,marking,1,29.976681,31.249628
Corniche El Nil,crack,5,30.051145,31.233072
Heliopolis Ave,pothole,3,30.08345,31.314658
Salah Salem,crack,5,30.070052,31.274337
Nasr Rd,edge_break,5,30.054145,31.335871
Ring Road,rutting,5,30.019513,31.199265
Nasr Rd,pothole,4,30.05517,31.328917
Shubra St,crack,3,30.117331,31.27721
Airport Rd,pothole,3,30.118737,31.404655
Dokki St,rutting,4,30.045532,31.214089
Mohandiseen Rd,marking,3,30.067262,31.207857
Mohandiseen Rd,rutting,1,30.060092,31.207525
Mohamed Farid St,rutting,3,30.061624,31.256089
Heliopolis Ave,crack,1,30.091999,31.322682
Abbas El Akkad,marking,2,30.062463,31.316269
Heliopolis Ave,crack,3,30.097006,31.327821
Airport Rd,marking,4,30.114062,31.399941
Airport Rd,subsidence,4,30.117737,31.392878
Heliopolis Ave,rutting,3,30.090654,31.315558
Corniche El Nil,rutting,2,30.049238,31.233293
Ramsis St,marking,3,30.062466,31.244251
Autostrad Rd,rutting,3,30.072842,31.345038
Dokki St,subsidence,3,30.040725,31.209394
Abbas El Akkad,pothole,4,30.070693,31.312163
Autostrad Rd,crack,2,30.079186,31.349059
October Bridge,pothole,5,30.048151,31.235799
Airport Rd,pothole,3,30.124392,31.399646
October Bridge,crack,4,30.061592,31.234721
Ring Road,pothole,4,30.025121,31.19646
Autostrad Rd,subsidence,3,30.081554,31.344257
Mohamed Farid St,rutting,4,30.060008,31.254095
Airport Rd,crack,4,30.115698,31.392547
Nasr Rd,crack,3,30.062712,31.332447
Maadi Corniche,pothole,3,29.970607,31.251924
Ain Shams St,crack,3,30.108372,31.314378
Nasr Rd,crack,2,30.061349,31.33446
Ring Road,rutting,5,30.014519,31.197818
Port Said St,marking,4,30.072614,31.256983
Airport Rd,edge_break,2,30.123687,31.39213
Mohamed Farid St,rutting,2,30.063634,31.241541
Suez Desert Rd,marking,2,30.102325,31.402636
Mohamed Farid St,marking,5,30.053534,31.246396
Airport Rd,pothole,5,30.119729,31.399551
Corniche El Nil,pothole,3,30.049214,31.245027
Tahrir Square Rd,pothole,2,30.036471,31.231347
Pyramids Rd,marking,4,29.976488,31.127008
Ain Shams St,crack,2,30.11151,31.314015
Ring Road,subsidence,2,30.019043,31.195587
Shubra St,crack,5,30.117813,31.275225
October Bridge,crack,4,30.055402,31.234434
Autostrad Rd,rutting,2,30.08246,31.348018
Tahrir Square Rd,edge_break,4,30.038052,31.23752
Maadi Corniche,crack,4,29.976456,31.243024
Ramsis St,rutting,4,30.054936,31.248556
Salah Salem,crack,5,30.062541,31.277299
Salah Salem,rutting,4,30.072863,31.281385
Mohamed Farid St,subsidence,3,30.064808,31.256372
Corniche El Nil,crack,2,30.048919,31.231862
October Bridge,crack,3,30.056264,31.235679
Autostrad Rd,pothole,4,30.077822,31.35089
Ring Road,pothole,1,30.026145,31.194128
Ring Road,pothole,5,30.023084,31.196456
October Bridge,rutting,1,30.057249,31.236705
Pyramids Rd,crack,4,29.969131,31.123496
Ramsis St,pothole,2,30.058592,31.242704
Suez Desert Rd,rutting,5,30.102367,31.400935
Autostrad Rd,marking,3,30.077631,31.353512
Salah Salem,subsidence,3,30.073814,31.27519
Mohamed Farid St,rutting,2,30.058105,31.247759
Shubra St,rutting,4,30.114029,31.275422
Ain Shams St,rutting,4,30.1031,31.325389
Autostrad Rd,subsidence,5,30.084387,31.347375
Nasr Rd,crack,2,30.061951,31.323638
Pyramids Rd,marking,1,29.965147,31.136353
Mohamed Farid St,crack,2,30.059589,31.251941
Maadi Corniche,pothole,4,29.967661,31.257117
Shubra St,edge_break,5,30.102697,31.271105
Maadi Corniche,pothole,4,29.964021,31.256581
Heliopolis Ave,rutting,3,30.089326,31.3159
Airport Rd,crack,5,30.120796,31.392831
Pyramids Rd,rutting,4,29.969438,31.123779
Ain Shams St,crack,4,30.108003,31.321156
Heliopolis Ave,crack,2,30.089081,31.31662
Port Said St,crack,4,30.06802,31.26764
Ring Road,crack,5,30.020752,31.194357
Mohandiseen Rd,pothole,1,30.064905,31.197427
Shubra St,pothole,3,30.106575,31.264709
Corniche El Nil,rutting,3,30.053154,31.232897
Heliopolis Ave,crack,5,30.091787,31.320935
Corniche El Nil,rutting,1,30.056668,31.237017
Airport Rd,pothole,5,30.119123,31.403379
Tahrir Square Rd,subsidence,2,30.050326,31.236044
Dokki St,edge_break,5,30.039933,31.207736
Heliopolis Ave,crack,3,30.083758,31.325311
Corniche El Nil,marking,3,30.049706,31.244103
Ain Shams St,subsidence,2,30.106409,31.319584
Abbas El Akkad,pothole,2,30.064549,31.326901
Airport Rd,rutting,3,30.114378,31.401914
Corniche El Nil,rutting,3,30.05574,31.24159
October Bridge,marking,3,30.048941,31.235553
Ramsis St,marking,1,30.065628,31.250573
Port Said St,marking,4,30.069847,31.263372
October Bridge,crack,3,30.060556,31.235747
Dokki St,crack,1,30.040798,31.212546
Corniche El Nil,pothole,3,30.06242,31.240759
Maadi Corniche,pothole,1,29.970864,31.247571
Port Said St,marking,4,30.065925,31.262022
Shubra St,crack,3,30.106912,31.269807
Autostrad Rd,crack,4,30.085728,31.346708
Mohamed Farid St,crack,2,30.064531,31.246524
Tahrir Square Rd,pothole,3,30.042241,31.236432
Mohamed Farid St,crack,4,30.062583,31.246284
Suez Desert Rd,crack,4,30.102464,31.395985
Maadi Corniche,crack,3,29.962587,31.248355
Ring Road,marking,4,30.027011,31.193585
October Bridge,pothole,5,30.056345,31.226567
Maadi Corniche,crack,3,29.966579,31.244373
Autostrad Rd,pothole,3,30.073602,31.342185
Autostrad Rd,pothole,3,30.074533,31.342783
Corniche El Nil,pothole,5,30.063005,31.24539
Autostrad Rd,marking,2,30.081889,31.343078
Mohandiseen Rd,rutting,3,30.055921,31.193652
Shubra St,marking,4,30.117291,31.27295
Mohamed Farid St,pothole,1,30.051863,31.245854
Heliopolis Ave,edge_break,3,30.085716,31.314344
Mohamed Farid St,crack,4,30.052882,31.24743
Ain Shams St,rutting,3,30.105182,31.31596
Corniche El Nil,marking,3,30.061957,31.245064
Heliopolis Ave,rutting,4,30.097084,31.317438
Mohamed Farid St,marking,1,30.056251,31.247252
Salah Salem,rutting,1,30.076339,31.275574
Airport Rd,crack,3,30.124174,31.403109
Ramsis St,rutting,5,30.067593,31.246541
Shubra St,pothole,4,30.10764,31.276066
Tahrir Square Rd,crack,3,30.038265,31.238279
Tahrir Square Rd,pothole,5,30.038601,31.233773
Mohandiseen Rd,crack,3,30.062306,31.19717
Mohamed Farid St,crack,5,30.050348,31.253784
Heliopolis Ave,crack,3,30.093927,31.3197
Pyramids Rd,subsidence,4,29.97167,31.131479
Airport Rd,crack,3,30.127333,31.403519
October Bridge,rutting,3,30.055661,31.229913
Tahrir Square Rd,crack,1,30.040962,31.23763
Heliopolis Ave,subsidence,3,30.096245,31.32368
Suez Desert Rd,marking,3,30.092793,31.402704
Nasr Rd,pothole,3,30.055765,31.330633
Nasr Rd,rutting,4,30.064015,31.322885
Heliopolis Ave,crack,4,30.091426,31.319213
Airport Rd,edge_break,4,30.120586,31.40528
Suez Desert Rd,rutting,3,30.101871,31.406173
Autostrad Rd,pothole,2,30.073906,31.351604
Suez Desert Rd,rutting,2,30.100575,31.392029
Autostrad Rd,crack,1,30.073864,31.351448
Tahrir Square Rd,pothole,3,30.037283,31.233395
Autostrad Rd,crack,1,30.084645,31.351716
Nasr Rd,marking,4,30.067038,31.324538
Corniche El Nil,rutting,3,30.050209,31.242603
Ain Shams St,edge_break,4,30.103432,31.317536
Autostrad Rd,marking,1,30.073317,31.344842
Shubra St,rutting,4,30.103685,31.263399
Port Said St,crack,4,30.069814,31.254792
Pyramids Rd,crack,2,29.977484,31.126342
Ain Shams St,pothole,2,30.1176,31.326097
Airport Rd,crack,5,30.115182,31.40526
Dokki St,pothole,4,30.03246,31.210462
Tahrir Square Rd,rutting,2,30.050256,31.234993
Nasr Rd,crack,3,30.057874,31.335783
Shubra St,rutting,2,30.107573,31.26487
Pyramids Rd,edge_break,2,29.970982,31.131451
Ain Shams St,marking,2,30.106256,31.326953
Nasr Rd,crack,1,30.060202,31.324744
Port Said St,crack,4,30.069664,31.263473
Ring Road,rutting,1,30.027495,31.199025
Dokki St,crack,3,30.035809,31.203945
Mohamed Farid St,crack,5,30.053394,31.247567
Autostrad Rd,rutting,2,30.080417,31.345136
Maadi Corniche,pothole,2,29.972832,31.251035
Heliopolis Ave,pothole,4,30.088367,31.324461
Maadi Corniche,pothole,4,29.975348,31.244647
Shubra St,crack,2,30.106941,31.27457
Airport Rd,crack,4,30.112875,31.393618
Maadi Corniche,marking,3,29.96657,31.24524
Dokki St,subsidence,4,30.045501,31.215837
Autostrad Rd,pothole,4,30.074911,31.356262
Tahrir Square Rd,crack,2,30.051363,31.237389
Tahrir Square Rd,crack,5,30.038247,31.241543
Abbas El Akkad,subsidence,3,30.061174,31.318113
Heliopolis Ave,crack,4,30.085031,31.315777
Shubra St,marking,4,30.108555,31.275596
Maadi Corniche,crack,4,29.964961,31.247437
Pyramids Rd,marking,3,29.971973,31.128411
Heliopolis Ave,crack,5,30.097114,31.323622
Ramsis St,marking,4,30.064035,31.244436
Nasr Rd,pothole,2,30.057835,31.322051
Salah Salem,marking,2,30.07576,31.278154
Ring Road,crack,1,30.024035,31.201445
Maadi Corniche,crack,1,29.964874,31.242749
Ain Shams St,crack,2,30.113883,31.324628
Ramsis St,crack,2,30.059774,31.256569
Tahrir Square Rd,crack,1,30.044726,31.243575
Mohamed Farid St,subsidence,2,30.062441,31.242112
Mohandiseen Rd,marking,1,30.066967,31.19973
Dokki St,marking,4,30.033644,31.213599
Salah Salem,rutting,2,30.063161,31.278648
Abbas El Akkad,pothole,3,30.058417,31.320289
Pyramids Rd,crack,4,29.964737,31.123589
Pyramids Rd,marking,2,29.967605,31.13286
Maadi Corniche,rutting,3,29.973655,31.24275
Mohandiseen Rd,pothole,2,30.052439,31.205147
Mohandiseen Rd,marking,4,30.067277,31.196289
Ring Road,crack,3,30.019837,31.195534
Salah Salem,marking,5,30.072188,31.287985
Ain Shams St,pothole,5,30.111122,31.314351
Corniche El Nil,crack,5,30.058295,31.232787
Ain Shams St,crack,3,30.105675,31.324394
Port Said St,subsidence,2,30.063063,31.261013
October Bridge,rutting,5,30.053028,31.226791
Shubra St,edge_break,3,30.102052,31.276387
Airport Rd,pothole,5,30.121448,31.392816
Ramsis St,crack,4,30.062532,31.247989
Port Said St,marking,5,30.071315,31.259292
Abbas El Akkad,rutting,4,30.070143,31.317477
Maadi Corniche,rutting,3,29.971832,31.250997
Dokki St,rutting,5,30.036239,31.207765
October Bridge,rutting,4,30.062666,31.229182
Dokki St,pothole,2,30.043027,31.216359
October Bridge,pothole,2,30.050464,31.222776
Mohandiseen Rd,crack,1,30.055783,31.197537
October Bridge,pothole,1,30.062963,31.23208
October Bridge,subsidence,3,30.052971,31.223785
Corniche El Nil,marking,5,30.05535,31.233278
Mohamed Farid St,crack,5,30.063341,31.250602
Heliopolis Ave,rutting,2,30.094131,31.326122
Tahrir Square Rd,rutting,1,30.037148,31.233411
Dokki St,crack,5,30.035583,31.216448
Abbas El Akkad,pothole,2,30.066315,31.317444
Airport Rd,pothole,4,30.118854,31.402838
Ain Shams St,rutting,5,30.106644,31.316374
October Bridge,crack,4,30.053068,31.226936
Dokki St,pothole,4,30.035452,31.215898
Shubra St,crack,4,30.108045,31.267668
Dokki St,crack,4,30.035849,31.206493
Port Said St,rutting,3,30.075716,31.258606
Tahrir Square Rd,pothole,3,30.045021,31.23087
Ramsis St,rutting,4,30.066339,31.246777
Pyramids Rd,pothole,4,29.964119,31.137022
Dokki St,edge_break,3,30.032599,31.207967
Ring Road,crack,3,30.025423,31.20629
Nasr Rd,subsidence,5,30.056622,31.329336
Autostrad Rd,crack,2,30.081779,31.351443
October Bridge,crack,3,30.060035,31.234877
Pyramids Rd,edge_break,5,29.974698,31.125502
Shubra St,marking,4,30.108985,31.265128
Mohamed Farid St,edge_break,3,30.059039,31.252861
Mohandiseen Rd,pothole,4,30.063963,31.200403
Pyramids Rd,pothole,3,29.964471,31.127765
Suez Desert Rd,crack,1,30.101858,31.398351
Shubra St,marking,5,30.104969,31.277189
Tahrir Square Rd,pothole,5,30.049187,31.234024
Maadi Corniche,crack,2,29.967192,31.245138
Nasr Rd,pothole,1,30.059269,31.331917
Airport Rd,rutting,5,30.122739,31.39488
Shubra St,rutting,5,30.107176,31.275909
Heliopolis Ave,subsidence,4,30.094779,31.31677
Nasr Rd,rutting,1,30.05574,31.326381
Corniche El Nil,edge_break,2,30.04934,31.247317
Maadi Corniche,rutting,1,29.96503,31.245587
Dokki St,pothole,5,30.036855,31.213899
Airport Rd,rutting,4,30.117237,31.40502
Abbas El Akkad,rutting,1,30.062026,31.324784
Mohamed Farid St,subsidence,3,30.065491,31.245532
Corniche El Nil,subsidence,3,30.063875,31.242836
Mohamed Farid St,crack,1,30.063301,31.249657
Ain Shams St,crack,1,30.114528,31.322194
Ain Shams St,crack,3,30.104538,31.327268
Autostrad Rd,crack,5,30.08542,31.344819
Mohandiseen Rd,rutting,5,30.05576,31.193766
October Bridge,crack,2,30.047189,31.231027
October Bridge,marking,5,30.059006,31.229323
Dokki St,pothole,5,30.045023,31.203199
Port Said St,pothole,4,30.064069,31.256606
Mohandiseen Rd,rutting,4,30.052891,31.20436
Salah Salem,pothole,3,30.066308,31.277484
Port Said St,marking,3,30.074943,31.254553
Mohamed Farid St,crack,3,30.055884,31.25472
Nasr Rd,pothole,4,30.057347,31.327723
Maadi Corniche,rutting,3,29.965919,31.251783
Maadi Corniche,pothole,4,29.967184,31.24606
Port Said St,rutting,4,30.072575,31.264116
Shubra St,pothole,4,30.11354,31.276387
October Bridge,crack,2,30.056269,31.231099
Ring Road,rutting,4,30.017701,31.19934
Nasr Rd,crack,4,30.062704,31.327365
Ain Shams St,pothole,3,30.109914,31.322918
Mohamed Farid St,pothole,2,30.062477,31.251461
Tahrir Square Rd,pothole,5,30.051281,31.243271
Mohandiseen Rd,pothole,3,30.060141,31.195066
Corniche El Nil,pothole,3,30.055119,31.245491
Dokki St,crack,3,30.043825,31.202425
Port Said St,crack,4,30.066261,31.260344
Tahrir Square Rd,pothole,3,30.038032,31.241203
Dokki St,marking,3,30.04398,31.205149
Dokki St,crack,2,30.043346,31.202459
Nasr Rd,pothole,2,30.066035,31.324886
Tahrir Square Rd,marking,2,30.044043,31.234116
Abbas El Akkad,crack,5,30.064713,31.312819
Port Said St,edge_break,1,30.068099,31.258605
Suez Desert Rd,crack,4,30.103178,31.405654
Dokki St,edge_break,2,30.032861,31.203893
Dokki St,marking,4,30.043513,31.207181
Airport Rd,crack,2,30.121415,31.400054
Autostrad Rd,pothole,2,30.077958,31.355228
Autostrad Rd,pothole,3,30.084384,31.342734
Ain Shams St,marking,5,30.108355,31.323918
Ramsis St,crack,1,30.062975,31.242559
Suez Desert Rd,rutting,3,30.096045,31.400537
Dokki St,marking,5,30.045246,31.213233
Heliopolis Ave,crack,3,30.094757,31.323281
October Bridge,rutting,3,30.057789,31.225679
Ain Shams St,pothole,4,30.10374,31.322207
Ramsis St,marking,4,30.062387,31.257662
Shubra St,crack,5,30.115498,31.265323
Maadi Corniche,crack,4,29.96606,31.257751
Ramsis St,pothole,1,30.068033,31.251198
Ain Shams St,marking,3,30.107912,31.314259
Mohandiseen Rd,crack,3,30.064066,31.207878
Ramsis St,marking,1,30.065586,31.249869
Pyramids Rd,pothole,2,29.976341,31.123908
Maadi Corniche,rutting,2,29.977521,31.256068
Abbas El Akkad,pothole,5,30.07227,31.312411
Corniche El Nil,crack,2,30.058816,31.236398
Pyramids Rd,rutting,5,29.977635,31.123566
Nasr Rd,crack,2,30.053791,31.330707
Abbas El Akkad,pothole,5,30.057287,31.322674
Autostrad Rd,edge_break,3,30.077503,31.342788
Mohamed Farid St,rutting,3,30.058972,31.254344
Nasr Rd,crack,3,30.054272,31.336496
Tahrir Square Rd,crack,3,30.045426,31.243174
Ramsis St,marking,4,30.058023,31.254919
Dokki St,pothole,1,30.04237,31.207083
Autostrad Rd,rutting,4,30.077186,31.351347
Mohandiseen Rd,marking,4,30.060308,31.199982
Mohamed Farid St,pothole,2,30.053431,31.242247
Mohamed Farid St,crack,2,30.06376,31.2562
Ain Shams St,crack,1,30.109716,31.323977
Ring Road,pothole,3,30.019917,31.197117
Mohamed Farid St,rutting,4,30.06396,31.24902
Ain Shams St,pothole,2,30.106836,31.323705
Salah Salem,pothole,5,30.062173,31.272712
Abbas El Akkad,crack,3,30.057382,31.323802
Suez Desert Rd,crack,3,30.09336,31.399574
Airport Rd,rutting,3,30.118772,31.399048
Maadi Corniche,pothole,4,29.974542,31.251876
Shubra St,crack,4,30.108313,31.273838
Port Said St,crack,4,30.067023,31.262159
Salah Salem,rutting,5,30.069441,31.276942
Dokki St,pothole,5,30.037058,31.202715
Ramsis St,marking,3,30.069109,31.247943
Heliopolis Ave,pothole,3,30.093047,31.319921
Mohandiseen Rd,crack,1,30.05864,31.195371
Heliopolis Ave,pothole,2,30.092101,31.319089
Dokki St,edge_break,2,30.035683,31.207664
Ain Shams St,crack,5,30.117518,31.316291
October Bridge,marking,5,30.053946,31.234917
Ramsis St,rutting,4,30.065675,31.252965
Mohamed Farid St,edge_break,5,30.064598,31.248371
Airport Rd,marking,5,30.11872,31.405111
Corniche El Nil,rutting,3,30.058567,31.236427
Airport Rd,pothole,3,30.123957,31.401363
Corniche El Nil,rutting,3,30.049925,31.237113
Abbas El Akkad,crack,2,30.058986,31.31932
October Bridge,crack,3,30.054022,31.235886
Mohandiseen Rd,rutting,5,30.056408,31.20213
Salah Salem,edge_break,4,30.063151,31.286328
Mohamed Farid St,pothole,1,30.057757,31.250753
Maadi Corniche,subsidence,2,29.977339,31.246703
Corniche El Nil,crack,4,30.060627,31.244762
Mohandiseen Rd,marking,5,30.064099,31.197639
Tahrir Square Rd,pothole,2,30.049623,31.228316
Mohamed Farid St,marking,1,30.052026,31.242449
Airport Rd,crack,3,30.122664,31.39726
Tahrir Square Rd,pothole,2,30.04434,31.24042
Ramsis St,crack,4,30.063051,31.242032
Heliopolis Ave,crack,5,30.085062,31.317482
Dokki St,pothole,3,30.042665,31.217604
Ring Road,rutting,3,30.023102,31.199779
Suez Desert Rd,pothole,3,30.106847,31.397448
Mohamed Farid St,rutting,3,30.062505,31.248216
Abbas El Akkad,crack,2,30.063426,31.323566
Nasr Rd,rutting,3,30.063193,31.322223
October Bridge,pothole,4,30.053024,31.222102
Mohamed Farid St,crack,4,30.057941,31.248341
Suez Desert Rd,pothole,3,30.099363,31.401621
October Bridge,pothole,4,30.048583,31.225674
Heliopolis Ave,crack,1,30.082406,31.31955
Ramsis St,crack,2,30.067898,31.247444
Suez Desert Rd,crack,5,30.104714,31.395758
Tahrir Square Rd,pothole,3,30.051901,31.2415
Corniche El Nil,crack,4,30.04858,31.239881
October Bridge,subsidence,1,30.060266,31.234193
Ring Road,pothole,4,30.014464,31.195503
Shubra St,pothole,1,30.107204,31.267151
Airport Rd,pothole,5,30.126659,31.397329
Ramsis St,pothole,4,30.065833,31.252735
Port Said St,edge_break,5,30.072426,31.264247
Abbas El Akkad,marking,3,30.065826,31.316826
Dokki St,crack,4,30.046774,31.206384
Nasr Rd,crack,4,30.052088,31.337748
Dokki St,subsidence,4,30.042579,31.214811
Suez Desert Rd,pothole,2,30.093231,31.400701
October Bridge,pothole,4,30.062981,31.235534
Tahrir Square Rd,crack,2,30.052091,31.23927
Pyramids Rd,crack,3,29.965015,31.131098
Mohandiseen Rd,crack,3,30.053154,31.204934
Pyramids Rd,pothole,5,29.973489,31.130438
Suez Desert Rd,crack,4,30.103093,31.407604
Shubra St,rutting,2,30.114832,31.271969
Corniche El Nil,crack,1,30.050325,31.23908
Heliopolis Ave,rutting,3,30.084876,31.317617
Pyramids Rd,crack,2,29.963237,31.124767
Shubra St,crack,2,30.11794,31.271746
Heliopolis Ave,marking,2,30.09313,31.323019
Mohamed Farid St,crack,1,30.057203,31.248163
Pyramids Rd,rutting,5,29.965848,31.133351
Suez Desert Rd,pothole,5,30.103741,31.404536
Suez Desert Rd,crack,3,30.097034,31.395651
Corniche El Nil,rutting,3,30.049403,31.233669
Corniche El Nil,edge_break,5,30.054876,31.23764
Ramsis St,pothole,5,30.063047,31.255823
Port Said St,crack,3,30.073913,31.264112
Tahrir Square Rd,rutting,5,30.044454,31.23711
Salah Salem,crack,4,30.070922,31.272538
Ain Shams St,crack,3,30.11638,31.321296
Mohandiseen Rd,crack,3,30.052471,31.205991
Pyramids Rd,marking,2,29.970076,31.122938
Salah Salem,rutting,5,30.064627,31.281373
Ring Road,marking,4,30.023501,31.206971
Ain Shams St,edge_break,3,30.109826,31.327292
Maadi Corniche,pothole,2,29.965482,31.255621
Airport Rd,subsidence,5,30.116309,31.400533
Airport Rd,marking,2,30.124438,31.396147
Heliopolis Ave,rutting,2,30.089063,31.315542
Ring Road,pothole,1,30.017091,31.203047
Tahrir Square Rd,crack,2,30.043822,31.24243
Corniche El Nil,marking,4,30.063391,31.241106
Ring Road,edge_break,2,30.01506,31.192462
Ring Road,crack,2,30.019531,31.193969
Ring Road,rutting,4,30.016843,31.197852
Port Said St,crack,1,30.076526,31.259619
Maadi Corniche,pothole,3,29.972383,31.249019
Maadi Corniche,pothole,3,29.972192,31.247733
Abbas El Akkad,marking,4,30.070676,31.316832
Mohamed Farid St,edge_break,2,30.059901,31.254884
Tahrir Square Rd,crack,2,30.039147,31.234213
October Bridge,crack,4,30.048919,31.229065
Heliopolis Ave,crack,1,30.084804,31.314282
Ramsis St,pothole,2,30.060077,31.256234
Nasr Rd,pothole,5,30.06312,31.335312
Mohandiseen Rd,pothole,4,30.056588,31.207848
Heliopolis Ave,crack,3,30.096594,31.317543
Ramsis St,marking,3,30.064945,31.246762
Pyramids Rd,rutting,2,29.964075,31.123611
Airport Rd,marking,1,30.126165,31.403618
Mohamed Farid St,pothole,3,30.06483,31.249651
Suez Desert Rd,pothole,4,30.094829,31.396983
Heliopolis Ave,marking,1,30.088055,31.321733
Ring Road,crack,4,30.015505,31.195094
Nasr Rd,subsidence,1,30.066379,31.334172
Ramsis St,edge_break,2,30.063314,31.251489
Corniche El Nil,pothole,3,30.048563,31.246673
Ramsis St,crack,3,30.055605,31.250446
Airport Rd,crack,4,30.122456,31.401992
Mohamed Farid St,pothole,4,30.058084,31.252825
October Bridge,rutting,3,30.060647,31.229797
Salah Salem,rutting,2,30.072108,31.285852
Ain Shams St,pothole,4,30.107057,31.321754
Dokki St,pothole,3,30.040214,31.212936
Airport Rd,rutting,3,30.114186,31.39975
Port Said St,pothole,2,30.071422,31.256684
Tahrir Square Rd,pothole,2,30.043799,31.228458
Tahrir Square Rd,crack,3,30.038638,31.228415
Tahrir Square Rd,crack,4,30.042981,31.243068
Mohandiseen Rd,crack,3,30.065714,31.193726
Tahrir Square Rd,crack,3,30.051148,31.238632
Shubra St,pothole,2,30.111866,31.268451
Suez Desert Rd,rutting,1,30.097881,31.407521
Shubra St,crack,3,30.108577,31.271968
Ramsis St,subsidence,1,30.065674,31.24741
Ain Shams St,crack,4,30.102021,31.318023
Nasr Rd,edge_break,3,30.060256,31.329671
Maadi Corniche,rutting,2,29.96205,31.252555
Nasr Rd,pothole,2,30.062446,31.337526
Shubra St,pothole,3,30.107656,31.275972
Airport Rd,pothole,1,30.119075,31.393005
Port Said St,marking,3,30.073181,31.261621
Ring Road,pothole,5,30.016218,31.198994
Suez Desert Rd,pothole,2,30.101405,31.404199
Autostrad Rd,crack,2,30.077116,31.3461
Mohamed Farid St,crack,3,30.062348,31.251508
Heliopolis Ave,marking,1,30.088369,31.318482
Shubra St,crack,5,30.115149,31.274019
Port Said St,pothole,2,30.070558,31.264611
Shubra St,marking,5,30.112265,31.268944
Heliopolis Ave,crack,5,30.094573,31.315825
Salah Salem,pothole,3,30.070541,31.284399
Airport Rd,rutting,3,30.122849,31.400391
Heliopolis Ave,rutting,2,30.085855,31.324081
Airport Rd,pothole,5,30.126295,31.394252
Airport Rd,crack,3,30.125503,31.399754
October Bridge,rutting,5,30.054656,31.232238
Corniche El Nil,crack,3,30.061381,31.23829
Mohandiseen Rd,rutting,2,30.056987,31.197228
Shubra St,pothole,4,30.103571,31.263703
Salah Salem,rutting,5,30.066842,31.28593
Heliopolis Ave,subsidence,5,30.084495,31.316685
Ramsis St,rutting,5,30.065456,31.257303
Maadi Corniche,rutting,3,29.96663,31.251017
Mohamed Farid St,pothole,3,30.055364,31.242305
Abbas El Akkad,crack,3,30.070829,31.3217
Ain Shams St,crack,3,30.106373,31.32047
Autostrad Rd,pothole,4,30.073085,31.350823
Ramsis St,marking,3,30.065114,31.247991
Autostrad Rd,crack,2,30.073528,31.349748
Mohandiseen Rd,crack,4,30.054751,31.204938
Shubra St,crack,3,30.10966,31.264551
Ring Road,pothole,3,30.023229,31.194583
Nasr Rd,crack,3,30.054187,31.32537
Salah Salem,crack,2,30.063389,31.282707
Nasr Rd,marking,5,30.06642,31.329455
Port Said St,crack,1,30.076073,31.25911
Ramsis St,pothole,4,30.060858,31.255707
Nasr Rd,pothole,4,30.05499,31.332168
Ramsis St,pothole,3,30.0609,31.250685
October Bridge,crack,3,30.059201,31.228948
Autostrad Rd,crack,5,30.077996,31.343507
Shubra St,pothole,5,30.104604,31.269966
October Bridge,pothole,1,30.049687,31.233734
Tahrir Square Rd,subsidence,5,30.049142,31.240212
Shubra St,crack,2,30.107325,31.273997
Nasr Rd,pothole,4,30.056417,31.322134
Abbas El Akkad,crack,2,30.061514,31.322475
Heliopolis Ave,subsidence,3,30.095012,31.32396
Suez Desert Rd,rutting,3,30.105953,31.395304
Mohandiseen Rd,crack,2,30.062971,31.196002
October Bridge,crack,3,30.048916,31.23538
Pyramids Rd,rutting,3,29.964547,31.134195
Suez Desert Rd,crack,2,30.100015,31.395723
Maadi Corniche,crack,5,29.972843,31.243696
Corniche El Nil,crack,2,30.051614,31.237496
Autostrad Rd,pothole,3,30.080087,31.356452
Tahrir Square Rd,crack,4,30.042521,31.239407
Ain Shams St,crack,5,30.10941,31.317447
Salah Salem,edge_break,5,30.069713,31.277526
Heliopolis Ave,crack,2,30.087548,31.326172
Ain Shams St,crack,1,30.115086,31.312551
Pyramids Rd,marking,3,29.967424,31.127379
Corniche El Nil,crack,2,30.057146,31.237429
Autostrad Rd,pothole,4,30.075622,31.351402
Pyramids Rd,marking,2,29.973097,31.129155
Ramsis St,rutting,5,30.07043,31.24197
Tahrir Square Rd,rutting,3,30.051483,31.236499
Ramsis St,marking,4,30.064518,31.24574
Ring Road,pothole,2,30.023548,31.198118
Abbas El Akkad,rutting,4,30.062376,31.322695
October Bridge,crack,3,30.05733,31.226257
October Bridge,pothole,1,30.051742,31.236417
Nasr Rd,rutting,3,30.059639,31.331783
Dokki St,crack,5,30.041303,31.213093
